word,definition,phonetic,example
leukocytosis,白细胞增多,/ˌluːkəʊsaɪˈtəʊsɪs/,Leukocytosis suggested an acute bacterial infection.
hyperglycemia,高血糖,/ˌhaɪpəɡlaɪˈsiːmiə/,Insulin was given to correct hyperglycemia.
hypoglycemia,低血糖,/ˌhaɪpəʊɡlaɪˈsiːmiə/,Sweating and confusion can signal hypoglycemia.
diabetes mellitus,糖尿病,/ˌdaɪəˈbiːtiːz ˈmelɪtəs/,Poorly controlled diabetes mellitus damages small blood vessels.
insulin,胰岛素,/ˈɪnsjʊlɪn/,The patient requires insulin before meals.
glucagon,胰高血糖素,/ˈɡluːkəɡɒn/,Emergency glucagon can treat severe hypoglycemia.
thyroid,甲状腺,/ˈθaɪrɔɪd/,The ultrasound showed an enlarged thyroid.
hypothyroidism,甲状腺功能减退,/ˌhaɪpəʊˈθaɪrɔɪdɪzəm/,Fatigue and weight gain are common in hypothyroidism.
hyperthyroidism,甲状腺功能亢进,/ˌhaɪpəˈθaɪrɔɪdɪzəm/,Hyperthyroidism may cause palpitations and tremor.
goiter,甲状腺肿,/ˈɡɔɪtə(r)/,Iodine deficiency can lead to goiter.
adrenal,肾上腺的,/əˈdriːnəl/,The adrenal gland produces several vital hormones.
cortisol,皮质醇,/ˈkɔːtɪzɒl/,Stress can temporarily raise cortisol levels.
pituitary,垂体,/pɪˈtjuːɪtəri/,The MRI revealed a pituitary adenoma.
renal,肾脏的,/ˈriːnəl/,The physician monitored renal function closely.
nephrology,肾脏病学,/nɪˈfrɒlədʒi/,She specializes in nephrology at the teaching hospital.
nephritis,肾炎,/nɪˈfraɪtɪs/,Urinalysis suggested acute nephritis.
nephropathy,肾病,/nɪˈfrɒpəθi/,Diabetic nephropathy is a major cause of renal failure.
dialysis,透析,/daɪˈæləsɪs/,The patient started dialysis three times a week.
proteinuria,蛋白尿,/prəʊˌtiːˈnjʊəriə/,Persistent proteinuria warrants further evaluation.
hematuria,血尿,/ˌhiːməˈtjʊəriə/,Visible hematuria should never be ignored.
urology,泌尿外科学,/jʊəˈrɒlədʒi/,He was referred to urology for recurrent stones.
cystitis,膀胱炎,/sɪˈstaɪtɪs/,Cystitis commonly causes painful urination.
pyelonephritis,肾盂肾炎,/ˌpaɪələʊnɪˈfraɪtɪs/,High fever and flank pain suggested pyelonephritis.
gastroenterology,胃肠病学,/ˌɡæstrəʊˌentəˈrɒlədʒi/,He plans to pursue gastroenterology after residency.
gastritis,胃炎,/ɡæˈstraɪtɪs/,Long-term NSAID use can worsen gastritis.
hepatitis,肝炎,/ˌhepəˈtaɪtɪs/,Vaccination can prevent some forms of hepatitis.
cirrhosis,肝硬化,/səˈrəʊsɪs/,Alcohol misuse is a common cause of cirrhosis.
pancreatitis,胰腺炎,/ˌpæŋkriəˈtaɪtɪs/,Severe pancreatitis may require intensive care.
colitis,结肠炎,/kəˈlaɪtɪs/,The patient was admitted with ulcerative colitis.
appendicitis,阑尾炎,/əˌpendɪˈsaɪtɪs/,Right lower quadrant pain raised concern for appendicitis.
hepatomegaly,肝肿大,/hɪˌpætəˈmeɡəli/,Physical examination suggested mild hepatomegaly.
splenomegaly,脾肿大,/ˌspliːnəˈmeɡəli/,Mononucleosis may cause temporary splenomegaly.
jaundice,黄疸,/ˈdʒɔːndɪs/,Newborn jaundice often resolves with proper monitoring.
nausea,恶心,/ˈnɔːziə/,The medication caused nausea in some patients.
vomiting,呕吐,/ˈvɒmɪtɪŋ/,Persistent vomiting can lead to dehydration.
diarrhea,腹泻,/ˌdaɪəˈriːə/,Travelers are advised to prevent infectious diarrhea.
constipation,便秘,/ˌkɒnstɪˈpeɪʃən/,Low fiber intake can contribute to constipation.
ulcer,溃疡,/ˈʌlsə(r)/,Endoscopy confirmed a gastric ulcer.
ulceration,溃疡形成,/ˌʌlsəˈreɪʃən/,Severe ulceration was noted in the colon.
neurology,神经病学,/njʊəˈrɒlədʒi/,She completed an elective in neurology.
neuropathy,神经病变,/njʊəˈrɒpəθi/,Peripheral neuropathy can cause numbness in the feet.
neuron,神经元,/ˈnjʊərɒn/,Each neuron communicates through electrical signals.
synapse,突触,/ˈsɪnæps/,Neurotransmitters cross the synapse to transmit signals.
seizure,癫痫发作；惊厥,/ˈsiːʒə(r)/,The child had a seizure during the high fever.
epilepsy,癫痫,/ˈepɪlepsi/,Epilepsy requires long-term follow-up in many cases.
stroke,卒中；中风,/strəʊk/,Rapid treatment after a stroke can save brain tissue.
hemiplegia,偏瘫,/ˌhemɪˈpliːdʒə/,The patient developed left-sided hemiplegia after the stroke.
paralysis,瘫痪,/pəˈræləsɪs/,Spinal cord injury may result in paralysis.
meningitis,脑膜炎,/ˌmenɪnˈdʒaɪtɪs/,Suspected meningitis requires urgent antibiotics.
encephalitis,脑炎,/enˌsefəˈlaɪtɪs/,The virus can occasionally cause encephalitis.
dementia,痴呆,/dɪˈmenʃə/,"Dementia affects memory, behavior, and daily function."
delirium,谵妄,/dɪˈlɪriəm/,The elderly patient developed delirium after surgery.
psychiatry,精神病学,/saɪˈkaɪətri/,He chose psychiatry because he values long-term patient care.
depression,抑郁症；抑郁,/dɪˈpreʃən/,"Depression can affect sleep, appetite, and concentration."
anxiety,焦虑,/æŋˈzaɪəti/,Breathing exercises may reduce anxiety before procedures.
schizophrenia,精神分裂症,/ˌskɪtsəˈfriːniə/,Schizophrenia usually requires comprehensive treatment.
insomnia,失眠,/ɪnˈsɒmniə/,Chronic insomnia can impair daytime performance.
analgesia,镇痛,/ˌænəlˈdʒiːziə/,The epidural provided effective analgesia during labor.
anesthesia,麻醉,/ˌænəsˈθiːziə/,General anesthesia was necessary for the operation.
sedation,镇静,/sɪˈdeɪʃən/,Sedation made the endoscopy more comfortable.
intubation,插管,/ˌɪntjuˈbeɪʃən/,Emergency intubation secured the patient's airway.
ventilation,通气,/ˌventɪˈleɪʃən/,Mechanical ventilation supported the patient overnight.
resuscitation,复苏,/rɪˌsʌsɪˈteɪʃən/,Immediate resuscitation restored spontaneous circulation.
defibrillation,除颤,/diːˌfɪbrɪˈleɪʃən/,Early defibrillation improves survival in cardiac arrest.
catheter,导管,/ˈkæθɪtə(r)/,A urinary catheter was inserted after surgery.
suture,缝线；缝合,/ˈsuːtʃə(r)/,The wound required three sutures.
incision,切口,/ɪnˈsɪʒən/,The surgeon examined the incision for signs of infection.
excision,切除,/ɪkˈsɪʒən/,Complete excision of the lesion was achieved.
transplant,移植,/trænsˈplɑːnt/,The patient is waiting for a kidney transplant.
graft,移植物；移植片,/ɡrɑːft/,The burn was covered with a skin graft.
amputation,截肢,/ˌæmpjʊˈteɪʃən/,Severe trauma sometimes necessitates amputation.
fracture,骨折,/ˈfræktʃə(r)/,The X-ray showed a displaced fracture of the radius.
dislocation,脱位,/ˌdɪsləˈkeɪʃən/,The shoulder dislocation was reduced in the emergency room.
sprain,扭伤,/spreɪn/,An ankle sprain usually improves with rest and ice.
arthritis,关节炎,/ɑːˈθraɪtɪs/,Rheumatoid arthritis can affect small joints symmetrically.
osteoarthritis,骨关节炎,/ˌɒstiəʊɑːˈθraɪtɪs/,Osteoarthritis often causes knee pain in older adults.
rheumatology,风湿病学,/ˌruːməˈtɒlədʒi/,She consulted rheumatology for persistent joint swelling.
scoliosis,脊柱侧弯,/ˌskɒliˈəʊsɪs/,The screening program detected mild scoliosis.
osteomyelitis,骨髓炎,/ˌɒstiəʊmaɪəˈlaɪtɪs/,Diabetic foot ulcers may progress to osteomyelitis.
dermatology,皮肤病学,/ˌdɜːməˈtɒlədʒi/,She hopes to match into dermatology next year.
eczema,湿疹,/ˈeksɪmə/,Moisturizers help control eczema flare-ups.
psoriasis,银屑病,/səˈraɪəsɪs/,Psoriasis may also affect the nails.
melanoma,黑色素瘤,/ˌmeləˈnəʊmə/,Early melanoma can often be cured surgically.
cellulitis,蜂窝织炎,/ˌseljʊˈlaɪtɪs/,Redness and warmth suggested cellulitis.
ultrasound,超声检查,/ˈʌltrəsaʊnd/,Ultrasound confirmed the presence of gallstones.
radiology,放射学,/ˌreɪdiˈɒlədʒi/,The images were reviewed by radiology.
computed tomography,计算机断层扫描,/kəmˈpjuːtɪd təˈmɒɡrəfi/,Computed tomography revealed a small intracranial bleed.
magnetic resonance imaging,磁共振成像,/mæɡˌnetɪk ˈrezənəns ˈɪmɪdʒɪŋ/,Magnetic resonance imaging provided detailed soft-tissue images.
electrocardiogram,心电图,/ɪˌlektrəʊˈkɑːdiəɡræm/,The electrocardiogram showed ST-segment elevation.
electroencephalogram,脑电图,/ɪˌlektrəʊɪnˈsefələɡræm/,The electroencephalogram helped classify the seizures.
echocardiography,超声心动图,/ˌekəʊkɑːdiˈɒɡrəfi/,Echocardiography demonstrated reduced ejection fraction.
endoscopy,内镜检查,/enˈdɒskəpi/,Endoscopy identified the source of bleeding.
laparoscopy,腹腔镜检查；腹腔镜手术,/ˌlæpəˈrɒskəpi/,Laparoscopy shortened the patient's recovery time.
screening,筛查,/ˈskriːnɪŋ/,Breast cancer screening improves early detection.
vaccination,疫苗接种,/ˌvæksɪˈneɪʃən/,Vaccination protects both individuals and communities.
immunization,免疫接种,/ˌɪmjʊnaɪˈzeɪʃən/,The clinic offers routine childhood immunization.
rehabilitation,康复,/ˌriːhəˌbɪlɪˈteɪʃən/,Early rehabilitation improved the patient's mobility.
physiotherapy,物理治疗,/ˌfɪziəʊˈθerəpi/,Physiotherapy helped restore shoulder function.
occupational therapy,作业治疗,/ˌɒkjʊˈpeɪʃənəl ˈθerəpi/,Occupational therapy focused on daily living skills.
pediatrics,儿科学,/ˌpiːdiˈætrɪks/,She completed a pediatrics rotation this spring.
geriatrics,老年医学,/ˌdʒeriˈætrɪks/,Geriatrics emphasizes function and quality of life.
obstetrics,产科学,/əbˈstetrɪks/,He is interested in obstetrics and maternal care.
gynecology,妇科学,/ˌɡaɪnəˈkɒlədʒi/,Gynecology clinics provide routine cervical screening.
fertility,生育力,/fəˈtɪləti/,The couple sought specialist advice about fertility.
pregnancy,妊娠,/ˈpreɡnənsi/,Good nutrition is vital during pregnancy.
prenatal,产前的,/priːˈneɪtəl/,Prenatal care reduces complications for mother and baby.
postpartum,产后的,/ˌpəʊstˈpɑːtəm/,The nurse monitored the mother during the postpartum period.
cesarean,剖宫产的,/sɪˈzeəriən/,A cesarean delivery was performed because of fetal distress.
neonate,新生儿,/ˈniːəneɪt/,The neonate was transferred to intensive care.
prematurity,早产；未成熟,/ˌpriːməˈtjʊərəti/,Prematurity can affect lung development.
palliative,姑息治疗的,/ˈpæliətɪv/,Palliative care aims to relieve suffering.
hospice,临终关怀,/ˈhɒspɪs/,The family chose hospice for comfort-focused care.
morbidity,发病率；病态,/mɔːˈbɪdəti/,The program reduced postoperative morbidity.
mortality,死亡率,/mɔːˈtæləti/,Vaccines have lowered infant mortality in many regions.
prevalence,患病率；流行率,/ˈprevələns/,The prevalence of obesity continues to rise.
incidence,发病率,/ˈɪnsɪdəns/,Researchers tracked the annual incidence of the disease.
epidemiology,流行病学,/ˌepɪdiːmiˈɒlədʒi/,Epidemiology helps explain patterns of disease in populations.
comorbidity,合并症,/ˌkəʊmɔːˈbɪdəti/,Diabetes is a common comorbidity in these patients.
contraindication,禁忌证,/ˌkɒntrəˌɪndɪˈkeɪʃən/,Severe allergy is a contraindication to this drug.
adverse effect,不良反应,/ˌædvɜːs ɪˈfekt/,Nausea is a common adverse effect of the medication.
dosage,剂量,/ˈdəʊsɪdʒ/,The dosage was adjusted for renal impairment.
prescription,处方,/prɪˈskrɪpʃən/,The pharmacist verified the prescription before dispensing.
antibiotic,抗生素,/ˌæntibaɪˈɒtɪk/,The doctor prescribed an antibiotic for the infection.
antiviral,抗病毒药,/ˌæntiˈvaɪrəl/,The antiviral is most effective when given early.
antifungal,抗真菌药,/ˌæntiˈfʌŋɡəl/,An antifungal cream was applied to the rash.
analgesic,止痛药；镇痛剂,/ˌænəlˈdʒiːzɪk/,The analgesic reduced the patient's postoperative pain.
anticoagulant,抗凝剂,/ˌæntikəʊˈæɡjʊlənt/,An anticoagulant was started to prevent clot formation.
antipyretic,退热药,/ˌæntipaɪˈretɪk/,Paracetamol acts as an antipyretic in children.
placebo,安慰剂,/pləˈsiːbəʊ/,The placebo group was included in the clinical trial.
prophylaxis,预防；预防治疗,/ˌprɒfɪˈlæksɪs/,Antibiotic prophylaxis was given before the procedure.
asepsis,无菌状态；无菌操作,/eɪˈsepsɪs/,Strict asepsis is essential in the operating room.
sterilization,灭菌,/ˌsterəlaɪˈzeɪʃən/,Proper sterilization prevents surgical site infection.
auscultation,听诊,/ˌɔːskəlˈteɪʃən/,Auscultation revealed crackles at the lung bases.
palpation,触诊,/pælˈpeɪʃən/,Palpation identified tenderness in the abdomen.
percussion,叩诊,/pəˈkʌʃən/,Percussion suggested fluid in the pleural space.
dehydration,脱水,/ˌdiːhaɪˈdreɪʃən/,Severe diarrhea can quickly lead to dehydration.
electrolyte,电解质,/ɪˈlektrəlaɪt/,The blood test showed low electrolyte levels.
